A,B,C,D,E,F,G,H,I,J,K
3.49206025342168,3.33980276906185,3.46480430032575,2.70450788687429,2.10969323663262,2.35472422484386,2.49939310267659,3.35144771363753,3.50000004299515,3.63690702233252,3.14368305090396
3.2971371311669,3.04992982972524,3.25774155322028,3.87520242832072,3.02002755819703,2.00797012604735,2.17962830641293,3.58165626085892,3.44364387158075,3.2948570551566,3.49618484076442
3.55115255632771,3.25835539344011,3.48140355838669,2.95618999889507,2.96129943369705,2.13913882886357,2.53462482686174,3.65990166209942,3.41620563081654,3.55510842089036,3.19515497769803
3.53909789673106,3.25444280647978,3.71819262638341,2.91461718328362,2.62123049976214,1.82798116059324,2.25452521451402,3.82032254670345,3.73951197172367,3.95708004469412,4.19001516305911
3.68388851508243,3.27366250128922,3.54210138720282,3.35950234289472,2.94528680317032,1.92182994952289,2.45702155970698,3.70679525855443,3.4668056726905,3.72286943379575,3.1139252491788
3.39454888877067,3.25444280647978,3.31070738774625,3.59947831767377,2.82373349497448,1.93752849242717,2.06976582264949,3.72675283928853,3.17798570376278,3.29893496549886,3.58170625045451
3.57826241160937,3.36336881976623,3.76583425768636,3.87083762307493,3.09402817737157,2.09424743537183,2.39007668157452,3.4770665918728,3.73237272406506,3.76231148019088,2.99001219952455
3.16460130577861,3.03062470661406,3.62558841582237,2.67797805939993,3.12879024196486,1.98812028042866,2.44471033434743,3.43311773310624,3.66502585278229,3.74667234685277,3.89053346133749
3.27393488855087,3.01042135730176,3.36718871991592,2.82459340133741,3.30085388040326,2.55079920274344,2.66012559096236,3.7502037375377,3.50000004299515,3.50759722325251,2.8397680512551
3.04809588120983,3.60553210144304,3.06261368893346,2.78099949162777,3.06561328193418,2.32795361744874,2.44885297355353,3.65990166209942,3.79484043158328,3.92179742541647,3.19001534228012
3.42644689946484,3.25444280647978,3.52279623533363,3.00714213605814,2.8044284307041,2.88647298868568,2.94523460786109,4.16404669761647,3.76025145640901,3.85161444970027,3.36782648052237
3.37506134016529,2.97823674006335,4.22667353659214,3.89014277760064,3.3395406544529598,2.48435427118217,2.58565121826185,3.46044085333051,2.72020837743348,3.72591712666088,3.88273622376048
3.3833734471065,3.35095956657629,3.60972201453608,3.40604226616364,2.70681342798289,2.00797012604735,2.14783946594315,3.59739328780511,3.81513825931543,3.74230754173347,2.88273696157288
3.55115255632771,3.24651027164945,3.25774155322028,2.38642444895873,3.15220097650063,2.27460161647168,2.31278265986189,3.35144771363753,3.55024113015242,3.81977944120175,3.67142368158106
3.77089815901517,3.41790633331867,3.28588381659713,2.69474812743384,3.32362452117103,1.81263478120253,1.69907038229864,3.22605499879781,3.6360621597451,3.62938658446109,2.68320943634505
3.6484819625564,3.28479886125031,3.67173522893743,3.35520944816114,3.26526677998299,2.42234259299045,2.34710918470486,3.30855489213517,3.98255001070312,4.19123755547119,3.39767523996924
3.42644689946484,3.08614194937483,3.20721325574954,3.65335369242129,2.96521201379205,1.87530488611702,2.25020411107497,3.5270848794518,3.79484043158328,3.83539890612896,2.94923374154417
3.93818680277368,3.24530247867376,3.99556334828371,3.30417110960285,3.41361274567711,3.69204378549082,3.80680418653566,3.70323888281629,2.89158627355774,3.09817393720671,3.29225307204549
3.68440338703925,3.32534452312748,3.11668433615808,2.35938935736615,2.16170154406727,1.90678065259565,2.32058433197981,1.82538897741654,2.93109469581641,3.09817393720671,3.19464880732849
3.18294274549225,3.27284621120936,3.1947856181736,2.38279050613314,2.76969149732495,3.42654198723262,3.52735354416144,3.54268503699543,2.90706383493597,2.85635467186551,3.39876868199746
3.93415218677358,3.68837899153862,3.14453323435329,2.61864503407561,2.93024307585487,3.69204378549082,3.75044800538507,3.73822217039189,2.92657547422089,2.97160579449274,3.38999476054419
3.53909789673106,3.29415101794042,3.18321998970943,3.75278927127509,3.50816883046917,3.76223310119435,3.85338032653602,3.85162086147672,3.17297473902058,3.22977085188217,3.59328298292048
3.8598080040655,3.72671085423373,3.49701519004678,2.67300213950144,2.56616393789148,3.49666357797284,3.6327566829827,3.96095452135204,3.27245295769558,3.23514363196198,3.62472371012429
4.38747052166842,4.18136106072745,3.06964674545055,2.51127119592638,3.28587034237939,3.80489042670897,3.92451311710087,4.00402912268304,3.03247717756088,3.3041197987311,3.4806557996744
3.71518913563484,3.5858409045305,2.909679069813,4.46077608089244,4.02561878607171,3.28873109002069,3.41798627041131,3.34817074682004,2.96978139025894,3.02094032134465,3.73019592434076
3.80494612333753,3.61327914940564,2.79201430867531,2.80428016589125,3.11758446530904,3.79713496240003,4.00421478610548,4.17197081515089,2.62554730561043,3.00004243715527,3.44506868835825
3.71900713341088,2.94168010019164,3.32775872756726,4.09714030564666,4.07219492736797,3.53917126099114,3.59038420670107,3.57412576319958,3.25574727409651,2.83228191210771,2.03978283082509
4.08439678570962,3.93008360819525,2.33565640090648,3.94184549961349,3.32045930233927,2.93609829312235,2.71498721220216,3.26985726025171,2.95386528802115,3.31610109026818,3.3165367163134
3.9455816482528,3.88331592416181,3.31610513734912,4.03836230595658,3.89462898668722,3.22268443374767,3.37919357237648,3.53498582084816,3.19653715090578,3.32487501056446,3.40630309753408
3.99257820984314,3.96546164683205,3.02317649532553,3.5738032301706,2.85583291618078,3.58614185836529,3.60169979737254,3.17586314133097,3.20809333089001,3.14441907215351,3.46509458913998
3.79309021530057,3.63699342083932,3.48793553407496,4.19073928907646,3.85945122253808,3.48535318897319,3.55892516619582,3.31665370902396,2.95043889234523,3.00309012418566,3.54644497208276
4.08028021957113,3.94992262216254,3.6366771625888,3.10530935935021,3.25073305612935,3.73858372130069,3.80680418653566,3.21886727593059,2.66044880704428,2.75409004810366,3.44506868835825
4.41511677533563,4.21865014514964,3.54783478302816,4.0774601662488,3.89462898668722,2.94810716923488,3.22710266658065,3.47283792634869,3.20042347781205,3.23868891034512,3.7105224903025
3.15251281782136,3.06138606911677,3.83533423567044,4.09714030564666,4.00891309287751,2.46542759558579,3.09112876357228,2.96359512588348,3.19653715090578,3.23868891034512,3.13316859050095
3.53621220897883,3.39839102689964,3.2457378294336,2.60177731191917,2.74225341791665,3.41456986860531,3.55087567113297,3.6016298509709,3.07127311528183,3.22250216044878,2.5974284725946
4.38747052166842,4.42992618053955,3.06237467867089,3.75278927127509,2.94182491730245,3.56281216707879,3.80680418653566,3.95696403871565,3.09100267682272,2.85635467186551,3.37877206025848
3.60191637162103,3.3643854113923,2.50000434244539,4.30074459945754,3.96504384310242,3.4457900870828,3.64896582042768,4.05467508504336,2.91553352606855,3.11726685585616,3.49567867008544
4.18942468781074,4.01210454850298,3.37307371963973,2.7404694554867,3.06849909549427,3.73858372130069,4.01194723618716,4.08991300413803,2.94262921069785,3.39429639270343,3.55486327714765
4.06769109244222,3.93380691488302,2.70300477000847,4.18740282340965,3.93380021068694,3.53917126099114,3.65655959520873,3.75768112495944,2.76697623244564,3.0730632504998,3.3944038780005
3.84012786518998,3.6957714159122,2.83119242625836,4.0774601662488,3.77773975142323,3.26654954214319,3.32804107005087,3.25396667465173,2.84484304186892,2.76578527241639,3.08896498111006
3.59056986316109,3.37217565296067,3.36095309143673,2.6427784492768,3.11758446530904,2.89882611237417,2.87492076844013,3.04714101331434,2.90324584869741,3.07820288289606,3.3204551875414
3.65678612452258,3.3643854113923,3.36503100232436,2.59745599276549,2.50817297118657,3.52789025251505,3.59374303570199,3.33939682611571,3.06734874655498,3.5432353706414,3.44114726786437
3.90294634691399,3.84411889942831,4.10943359138618,3.44502593533511,3.74616812609913,3.08569117252453,3.44988428209202,3.81243660376966,3.40248307409932,3.55871681069752,3.04956199809598
4.09651741822563,3.17228159742767,3.27715869760573,4.08600393967481,3.74616812609913,3.67238250693874,3.7073259020391802,3.56631215959225,2.2471608831466,2.87713820097788,2.34694576264645
3.58672084750197,3.46869942667686,2.76540070311651,4.0774601662488,3.94182435525892,3.62521564581046,3.78149832257764,4.00784921964717,2.66044880704428,3.05994159250115,3.38216942567703
3.67187479390066,3.46869942667686,3.15584881514536,2.68024048423812,2.00035627736295,3.80926072231277,3.78581969612622,3.30840363751105,2.70804647740831,2.70689363079164,3.2296780631308
4.04720376126327,3.97326939818771,3.21474318482802,4.0774601662488,3.73109520759652,3.52371431260254,3.61718890750752,3.84751402742629,2.90706383493597,3.08580005423057,3.59742572745834
3.56694682110367,3.39839102689964,2.33565640090648,4.22991051394292,4.06849878186148,3.21634426033108,3.31679253171282,3.25396667465173,2.82578714730118,3.09817393720671,3.30456459996351
4.13097292718257,3.87551221998113,2.94524211186307,4.05381925677034,3.6797408325397,3.46180843290421,3.53965296884664,3.16771479558674,3.16517750833955,3.01210692509029,3.3165367163134
3.85566525915308,3.73516042916196,3.90619009035283,2.92173629829696,3.21250068457489,3.81680448823592,3.8920880281362,3.68762211904403,3.11047008982875,3.10543250068263,3.62472371012429
4.1989700056389,3.95751095390746,3.08150263734151,2.58198351086932,2.98484069598779,3.88717183212333,4.20800957372935,4.15621274686397,3.11047008982875,3.19214611151112,3.32818763429891
3.44648079940696,3.19317950343338,3.21874066095692,3.81493717464942,3.61731328337037,3.43434389217859,3.54716690040771,3.87515573571126,3.04786439525019,3.1487838731117,3.17510671629213
4.18942468781074,4.28950600197138,3.13636445383275,3.97220157119789,3.71881462166917,3.1108341758862,3.32057450871946,3.24165514836879,3.11047008982875,3.1960586976731,3.43719011641428
3.84796604202277,3.41444480183609,3.78435347541039,4.22991051394292,4.05721777162072,3.33646630477331,3.4298583816678,3.19481716508302,2.7154959088772,3.02094032134465,3.02201829559
3.578918941472,3.27041318393126,3.43601774720961,2.7147261315038,3.24582572476303,3.83664350184488,4.071532925185,4.34762745263193,3.04786439525019,3.16372420835112,3.45662487454848
3.45703097910502,3.17228159742767,2.85547598251041,2.06286858517579,3.09722320750332,3.73083978146226,3.99898225927568,4.28518676806656,3.25998432445531,3.10543250068263,3.47248701241697
3.66115092950521,3.66047451432024,2.33565640090648,4.0774601662488,3.73109520759652,3.51630838205771,3.57458994167882,3.39447074969301,3.21609681010993,3.3753836365271,3.79278228721
3.68440338703925,3.39474147313689,3.11307422418026,3.89848322284705,3.6686988536077,3.33968331428907,3.4690273220006,3.14923140771638,3.02093380794883,2.7459315413958,3.20324897220916
4.11599577138258,4.09917430540683,3.04236528343523,4.13652932136042,3.78564276361271,3.04025320172507,3.4139556674297,3.55093138117663,3.17707672081623,3.28550433800348,3.46040959895198
3.93415218677358,3.80886818285641,2.991745796915,4.0774601662488,3.62148922354257,3.56281216707879,3.5312346638785,3.31195859002395,3.14532367448466,3.35154442765859,3.49219034295705
3.93007973725379,3.8480081295777,3.30831284103998,2.9848435122811,2.18785192255826,3.69558906596504,3.65655959520873,3.24165514836879,3.1262430909136,3.07820288289606,3.42611828158038
3.57097430980037,3.54762299235683,3.04661061317587,2.29294616605939,2.29035893270212,3.31664715691578,3.48478973539767,3.43719221822509,3.04786439525019,3.2807230686538,3.59742572745834
4.23806786624459,4.01606671512704,2.68783149050749,4.35103628000703,3.93783081474724,3.23509368307868,3.46544549237052,3.4612780778616,2.88363560712639,3.1487838731117,3.36255652190512
3.70352952397915,3.56281851608749,3.46918610220241,4.03042251490131,3.89848940737613,3.41456986860531,3.58631901860369,3.73063799646408,3.28457358364809,3.32051020713723,3.54256385231982
3.54339079241063,3.41092822916468,3.35268056867009,2.72130642859135,2.72704165249131,3.22268443374767,3.41798627041131,3.30120522517025,2.89939399982363,3.15738403637404,3.50342644653334
3.57097430980037,3.50429293853464,3.15584881514536,2.78778607244043,2.68784370667393,3.33646630477331,3.41090797526,3.27374069208995,2.8724602009311,3.1881979559553,3.50000004299515
3.66115092950521,3.30555047195309,3.40752921757274,4.15616179290061,3.58577367571329,3.30116572187726,3.45727670524515,3.31665370902396,2.5281841501605,2.85635467186551,3.25002709881294
3.89478149604344,3.93008360819525,3.36095309143673,2.46492581239956,2.89073465406392,3.4921747070768,3.47698003547497,3.31195859002395,2.2471608831466,3.39429639270343,2.18766202932211
3.98077739772902,3.90648378846166,3.00774542079384,3.761806089043,3.37871089381655,3.11354006603386,3.72696691110065,3.92966520772892,3.14532367448466,3.26605507743029,3.69102470215066
4.3167694933795,4.28950600197138,2.33565640090648,4.05835106632783,3.12416480307733,3.36003235533307,3.30132641289968,3.23041065775407,2.78622422972729,2.97808790746374,3.36725164136415
3.52743828618699,3.37982861447977,4.0423649296912,4.3314525077339,3.8834062829527,2.75797360511122,2.79433665512908,3.31665370902396,3.21609681010993,3.27750605956114,3.46509458913998
3.82475948199292,3.66047451432024,3.25733375204004,4.18740282340965,3.85945122253808,3.64470128118263,3.91503722549123,4.01957494469579,3.14532367448466,3.32776069751771,3.26505607999551
3.98491849678053,3.80886818285641,3.8784725783409,2.80428016589125,3.78564276361271,3.30116572187726,3.47698003547497,3.29633913210555,2.66545028705026,3.10060696279879,3.46880652952125
4.05120240871811,4.16300785891272,3.24946113384221,3.05077190404714,3.23835916497532,3.14224260503208,3.28935429696554,3.31665370902396,2.85245287152601,3.19993634962021,3.19464880732849
3.89919701886585,3.70394020433875,4.36907090006189,3.75278927127509,3.96125911787231,3.88306391898995,4.05796011819723,4.1132801592182,3.11461471263064,3.38304785302498,3.44895501738855
3.88321675885323,3.73095619059626,3.60980501923729,2.62683941956076,2.70703237314896,3.54320186449293,3.59374303570199,3.6326014168604,3.31902907582892,3.38682983049006,3.33578481275537
3.48069489183762,3.32534452312748,3.15977318578151,2.8503071165391902,2.5431419043351,3.46542255400437,3.51948567673392,3.19942918150378,3.1414632576606,3.19214611151112,3.03223744273198
3.62493876060307,3.49711435533865,2.73358863363312,2.43756510442096,3.07949446415371,2.94013826017979,3.2080097386975,3.44159240142893,3.13363792845585,3.14441907215351,3.50000004299515
3.84796604202277,3.27041318393126,3.32017455653625,2.88971001332139,3.15564916648571,3.33968331428907,3.48478973539767,3.19942918150378,2.98513475998571,2.92693551262402,3.37073996793453
4.33555272259988,4.11341474434684,3.00774542079384,3.62683702215336,3.45363131076207,3.46180843290421,3.51948567673392,3.33157149194254,2.92292592960508,2.98129304030013,3.34693706238622
3.62493876060307,3.34013943339835,2.9955637871095,2.82790310098332,2.93024307585487,2.7898084344415,3.00421520779159,3.24165514836879,3.23525995583627,3.05457987236708,3.56608597955727
3.64115430308346,3.42311363966534,3.46598096307144,3.5738032301706,3.08309858346528,3.02065767973573,3.29338178414319,3.37552034425345,2.49266412859186,3.07047044364774,3.33578481275537
4.43383926409958,4.30102642494204,3.35268056867009,2.7012586601759,3.29256910119136,3.14476025865301,3.30132641289968,3.41449664918181,3.15723772470745,3.33630446735724,3.53070794568778
4.37506126372949,4.43829434850533,3.26557683169524,2.61864503407561,2.00035627736295,2.72691691942544,3.23786448905716,3.61709950719354,2.92292592960508,3.10060696279879,3.52343586945997
3.49684152438664,3.41793312865561,3.64527733345203,3.68735835001711,3.40343350587437,3.78980730255419,3.80680418653566,3.33606036182981,2.89158627355774,2.96169752894049,3.18764391156959
3.99257820984314,3.34427560087411,3.2457378294336,3.09021389593167,3.25316608327531,3.36308004726191,3.44988428209202,3.34380594319188,3.89550698659375,3.73084703213804,3.02201829559
3.84012786518998,3.73095619059626,2.60516276383906,3.66933524746979,3.21250068457489,3.46900684709398,3.38355837627146,3.32474997541239,3.02457417880043,3.11726685585616,3.18764391156959
3.65237700605027,3.5127534865876,3.4848663030008,2.9534796154982,3.19897017761941,3.45694233855445,3.43374471062612,3.33157149194254,2.90706383493597,3.08580005423057,3.3165367163134
3.49206025342168,3.41092822916468,3.11307422418026,3.57791114286407,3.4612108116272,3.55115255632771,3.59374303570199,3.61357818170607,2.7154959088772,2.97808790746374,3.31258256810703
4.04720376126327,3.87913136148051,3.20311480207375,2.60177731191917,2.9807712837297,3.7189586451897,3.88530203901951,3.81243660376966,2.90324584869741,2.91963629466779,3.44895501738855
4.13463788122921,3.95348034983777,2.98400762224894,2.65053383502461,3.19064479562491,2.8676609271247,3.34379126432143,3.33939682611571,3.11047008982875,2.89307734795684,3.62083448025878
4.43015878037128,4.26550572570142,3.36095309143673,3.08600422901661,3.40685316407391,3.54719540446135,3.66059421092834,3.81243660376966,2.76302210572099,2.90465918359844,3.27382999922882
3.55877803324941,3.33174701191626,3.32775872756726,2.55073299503118,2.84416922968583,3.31325421560958,3.91821888418401,3.48409804116849,3.07127311528183,2.91594015990244,3.37534790852118
4.06769109244222,3.81308466705619,3.5424730555271,4.06580055387149,3.91412677578059,4.00708448186635,4.1219424280154,4.34380585492299,2.8724602009311,2.99076891197141,3.37534790852118
4.05516457535441,3.8480081295777,2.53430793899664,4.19073928907646,3.60990735235252,2.95979289866401,3.46092625930199,3.64042675353766,3.08283783663565,3.28550433800348,3.5741354747047
3.71133727491386,3.40201016738023,3.36095309143673,3.43314385083178,3.71127605235725,3.33646630477331,3.33172675801426,3.24990148856137,3.21187805333176,3.25087431652234,3.46509458913998
4.38747052166842,4.19608431742465,3.5424730555271,3.82276251180092,3.43006525688103,3.17622706966229,3.28935429696554,3.2457978907438,3.18466504615032,3.0730632504998,3.29639581498107
4.26321090144871,4.12036360422104,3.22213802509165,3.59352690296827,3.36014848198374,3.62521564581046,3.71498561468378,3.92566246538695,3.18063444545789,3.41360154188779,3.45662487454848
3.97712125911086,3.70394020433875,3.64527733345203,3.82790215122355,3.47743421985241,4.08569088276528,4.25861956673801,4.40240056997798,3.25146847877884,3.39429639270343,3.81374197098583
3.62138380678925,3.24270966978122,2.33565640090648,3.88301053670275,3.58577367571329,3.58249230392229,3.81492207636989,3.93363139483785,3.12220847935916,3.01210692509029,3.45280687743213
3.66115092950521,3.48537595451197,2.9761290655113,3.48787428497621,3.16466597617929,3.42258783828791,3.50000004299515,3.35570516173723,2.64160091188614,2.83228191210771,3.40949254405371
4.16289464050758,4.04529892539855,3.38486524025103,3.97585112605365,3.57895215710655,2.99307421158955,3.23786448905716,3.4612780778616,3.00073046031495,2.82042024381723,3.35180315596194
3.38747059385864,3.40738294947743,2.80103108096182,4.06283607495184,3.56616076764388,3.27406997649746,3.4804683625513,3.6052489921481,3.77089344787114,3.45305875861318,2.37877957413474
3.51998879986721,3.39106099060394,3.37703990544709,2.6908767085637,3.41361274567711,3.64071324180099,3.98561829799467,4.36332076347828,2.57552963911488,3.22250216044878,2.60895594775078
3.578918941472,3.37601899066982,3.28892359524733,2.80157428592715,3.3286926159731,3.90278759382583,4.13368083115631,4.14837205275356,3.26418043653865,3.35963710243279,3.77305861280032
3.85566525915308,3.7075220345241,2.85939444043566,3.697823782833,3.6407943766266,3.55896030665129,3.613368110745,3.25799416145672,2.98908650299453,3.07047044364774,3.52343586945997
3.62963388128892,3.5858409045305,3.6366771625888,3.28140046984891,3.68426006628816,3.17622706966229,3.54342618467652,3.83601578878699,3.094719908494,3.1960586976731,3.33953413933808
3.84796604202277,3.62958748974541,3.15188865955102,4.11332706654049,3.82832799074605,3.51201901977732,3.65655959520873,3.40602693512262,3.27245295769558,2.90083278772201,3.39876868199746
3.77425828763091,3.65245037031533,4.17950256830454,3.9496357438397,4.09722293273084,3.54320186449293,3.66059421092834,4.01957494469579,2.27246521782561,3.80488186690566,2.48779470763562
3.60563360767898,3.31002777213775,3.21070857174925,2.65436020495222,2.97297900105648,2.95979289866401,3.11795829681826,3.12085926303948,2.79369075512499,3.01210692509029,3.30049941334348
3.56288163306798,3.11690332311651,3.15584881514536,2.62276155304647,3.05721810197768,3.65256914922925,3.6327566829827,3.47283792634869,2.78244227139874,3.06259783213843,3.42611828158038
3.85218252625572,3.5127534865876,4.0267286397442,3.697823782833,3.87940880401512,3.6293478790171,3.58631901860369,3.49584702794297,2.99688372472707,2.82821250882583,3.41788496661115
4.07612425985796,3.53586693713741,3.95264749030336,3.90280459649311,3.69928293863008,3.59424292189822,3.73862652284733,4.10556669089772,3.22760501311789,3.13778850017903,3.46040959895198
4.08847469807528,4.15032682727692,3.41482845411653,3.8784865950994,3.6797408325397,4.5,4.5,4.22265247869098,2.96978139025894,2.88518089342733,3.17145716464043
4.19581148641953,4.28244414752174,3.4562211281174,2.51548760103645,3.26513086804902,3.23099653773938,3.3910927916368,3.27758970609787,2.98908650299453,3.2610535531637,3.28946912498459
3.82475948199292,3.68369400063608,3.43601774720961,3.04305777970482,3.46569581925763,2.29411496770618,2.97739844504177,2.56235522703107,2.99688372472707,3.11726685585616,2.03227450130208
4.01621911920768,4.03702639956945,4.066429422646,4.22991051394292,4.16763025370237,2.98949975867293,3.24984577854416,3.44159240142893,3.02818428863789,3.17613345498343,3.40201373578384
3.99257820984314,3.79377951281576,3.43601774720961,1.88756072687681,3.26276413617366,3.38383526141537,3.44988428209202,3.4612780778616,3.25998432445531,3.25429397364326,3.33953413933808
3.68440338703925,3.36829799930719,3.24946113384221,3.06283639687104,3.08667303898772,3.67238250693874,3.91183208571152,4.3671830400501,2.96978139025894,2.87306030305434,3.32818763429891
3.69957237179457,3.55906918848746,3.11307422418026,2.90708405389588,3.01315055042662,3.24317380811561,3.44141456764771,3.69157927121091,3.06734874655498,3.21882167937491,3.30456459996351
3.60563360767898,3.24530247867376,3.32017455653625,4.08600393967481,3.76598148446545,3.50877396558285,3.49666571264834,3.21149368353661,2.97792972500863,3.22977085188217,3.44114726786437
3.45703097910502,3.23747714631144,3.22606831591946,2.38279050613314,2.89073465406392,3.02065767973573,3.18461901746074,3.47689299207796,3.38386760988163,3.32776069751771,3.53864773552494
3.88710598902866,3.77357612782207,2.76215970371641,2.66933721873944,2.97297900105648,3.21206546554297,3.34379126432143,3.48409804116849,2.70351470291635,3.10543250068263,3.46880652952125
4.25499057125188,4.11690307215161,3.21474318482802,3.66563910225166,3.41861427144358,3.25501892979156,3.42593696124787,3.40602693512262,2.83260863688226,2.77358246521348,3.07317073567833
3.73486927389925,3.53982108653709,3.21874066095692,2.61029305831846,2.96504434814856,3.30465404799393,3.3601376033672,3.26593878949808,3.20042347781205,3.14441907215351,3.4220211346018
3.61418539174808,3.42311363966534,2.94524211186307,4.20704763115068,3.78918804418862,2.76585350650767,3.3473462170906,3.44508072836907,2.82117922583758,3.28550433800348,3.37534790852118
3.7074509451878,3.50429293853464,3.28892359524733,2.49563413491781,2.18785192255826,3.30116572187726,3.29338178414319,3.49969377048952,3.23167443135882,3.27426504274277,3.42611828158038
3.60563360767898,3.42992623990955,2.96096011457654,3.56218417392024,3.02150260936736,3.33322528752231,3.38355837627146,3.34817074682004,3.14532367448466,3.04365366617505,3.48779015951139
4.13827216584553,4.23483690612894,2.75725239890218,3.40227396708688,2.75005060555825,3.67609127792336,3.86067956499551,4.07814494816375,2.84920782961301,3.25429397364326,3.35180315596194
3.53621220897883,3.34427560087411,2.60516276383906,3.87161107735984,3.59359901218966,3.37947045751847,3.4298583816678,3.51548803462174,2.60698510440332,2.79322336917512,2.77716772557482
4.09251467582376,3.93380691488302,3.58850020365358,4.10933658385548,3.78134986745577,3.4457900870828,3.44988428209202,3.44940210104972,2.82578714730118,3.06259783213843,3.2810085798542
4.12727678166339,3.97326939818771,2.38487254622284,3.89848322284705,3.39476466828422,3.79320466897349,4.10578076866435,4.16804348338746,3.23167443135882,3.34051413811162,3.80103000608705
3.87929238455794,3.91041408197026,2.33565640090648,3.61448658518419,2.43007118995868,2.71153625077097,2.99368636220974,3.6211719563541,3.03247717756088,3.34051413811162,3.50342644653334
4.2895398400235,4.09554002079816,3.76215841813161,4.16330104097254,4.03373667615227,3.68050039644045,3.73862652284733,3.44159240142893,3.26833639387093,3.29646008935026,3.56608597955727
4.07612425985796,4.05741955788302,2.9761290655113,3.54684326189903,2.9807712837297,3.00708489801637,3.32432383518727,3.59368335545893,3.33705217200237,3.48424160161405,3.58980025034358
3.39953510131917,3.23747714631144,3.28111584791465,3.3159550104807902,2.63277256548506,3.4921747070768,3.56253528188177,3.39447074969301,2.94262921069785,3.22615171278892,3.26946519632503
4.05516457535441,3.87125141318508,3.40752921757274,2.54292536936432,2.84041991702182,3.56663016456901,3.64896582042768,3.59368335545893,3.13024056555988,3.32487501056446,3.60559451551202
3.56288163306798,3.3296233192127,3.7067150228161,2.9339135428863,3.16168112544567,3.53917126099114,3.55892516619582,3.48011000223959,3.05603317146541,3.4605375673667,3.6558469399296
3.64115430308346,3.3122492310715,3.21474318482802,2.73417526459187,2.92200001442261,3.49666357797284,3.50000004299515,3.50426533265797,3.10628553208361,2.92330123823057,3.4331965768737
2.4411136559424498,2.25553489168622,3.29277545423844,3.56640293322042,3.24335110723976,3.30116572187726,3.5312346638785,3.68762211904403,3.15348222459115,3.25087431652234,3.46509458913998
4.0123672582703,3.94992262216254,2.79201430867531,3.77643017970461,2.80103108096182,3.33646630477331,3.50413227584305,3.40220893825311,3.11813603441128,3.15310524258144,3.4291659738118
4.24378234973134,3.94992262216254,3.83119149077705,4.03520378676508,4.04563589925371,3.4022583382106,3.4690273220006,3.99993311115823,3.11047008982875,3.17613345498343,3.59328298292048
3.65237700605027,3.22411319398859,3.3442474045226,3.43755937260674,3.27447088891043,3.09140564844705,3.2542548946868,3.53144054069201,2.75500418235612,2.53170454230127,3.30859208728359
3.96163770199662,3.30102653243165,2.9377077136969,3.468442084235,3.24582572476303,3.12419812188448,3.2742588225446,3.90235686531202,3.1026663949308,3.28550433800348,3.61691010628188
4.15946146470188,4.15032682727692,3.13222171322494,3.51913973550067,3.0417059605093,3.32501532108457,3.41090797526,3.41449664918181,3.39943538197912,3.34051413811162,2.53071167817198
4.14545075039795,4.28244414752174,3.16751711885551,3.39054489232261,3.31206688119614,3.82474427906423,4.10164459952902,4.1797205133278,2.95043889234523,3.15738403637404,3.24541508161871
3.54764166887487,3.50429293853464,2.68783149050749,3.54292184102378,3.39124809571255,3.45325664988396,3.55087567113297,3.40220893825311,3.34056874424769,3.26935771105515,3.62083448025878
3.48884324322201,3.27284621120936,3.33172089252983,2.65815315702895,3.06849909549427,3.26273991924874,3.27704276949965,3.47283792634869,2.7747780947185,3.09326660902799,3.21000855063598
3.72279185845698,2.92254045636815,3.10502473761079,2.6427784492768,2.94182491730245,3.41456986860531,3.50000004299515,3.37856803626167,3.57552660269578,3.60133674468925,3.93658771366407
3.87133562215526,3.76584826454925,3.5811598414812,3.58556608980553,3.50000004299515,3.31325421560958,3.44988428209202,3.59368335545893,2.85245287152601,2.78926623737569,3.18764391156959
4.10830894280801,3.82887893351888,3.22996335707705,3.09021389593167,3.19621274529423,3.55115255632771,3.57037345788164,3.39054932946656,3.04372165688848,2.89697237920762,3.46040959895198
3.80494612333753,3.51968017889347,3.25733375204004,2.72778851002285,2.74225341791665,3.54719540446135,3.63701748947354,3.33939682611571,3.13756821787455,3.35963710243279,3.38999476054419
3.51545699107504,3.13393664329031,3.93770714089512,3.34330850479042,3.25073305612935,3.19674871941174,3.36695912035003,3.44508072836907,3.06734874655498,2.92330123823057,3.37877206025848
3.70352952397915,3.52378377858967,3.48793553407496,4.11728121655802,3.88680364943416,3.59066109190309,3.67581439270947,3.32474997541239,3.70046532588541,3.95155738494671,4.19116030407405
4.09251467582376,3.83623436583276,3.14789206036778,2.42158528601631,3.1401922310679,3.95979238125503,4.24239615487728,4.5,3.46199086837067,3.28550433800348,2.84978793230942
3.87929238455794,3.71547474919908,2.88219055440213,2.73733376250591,3.26276413617366,3.09704590849021,3.36695912035003,3.38659217829128,3.094719908494,3.25429397364326,3.46509458913998
3.49206025342168,3.34837274735224,3.0853837524511,3.47654914813403,3.37138085774669,3.87937953238013,4.05565616332314,4.15231009392278,2.59154209133065,2.93053962688458,3.21501007411503
3.77759261846257,3.50000004299515,3.96505674798517,3.63087699950873,4.00891309287751,3.31325421560958,3.5312346638785,3.80869266281495,2.98114672881079,2.86894375177256,3.57049509781844
3.50000004299515,3.42992623990955,2.991745796915,3.26955120369848,2.99638701301371,3.86384213835224,4.05101125835004,4.30864143801647,2.88762913421871,3.27750605956114,3.62472371012429
